-20.779979698882887 -32.70781889392377 151.72726270703632 -6.412229995493159 -27.766939874406518 134.37362324805406 -24.00194706022798 -13.242093630882644 160.36103125408007 -3.843742849962933 -8.268942415070553 131.2863276397842 -33.930667490210865 3.8131688628836033 162.01036672297298 -10.42151512081737 8.337360514178249 129.29476604767055 -36.32824472196903 8.32100566191393 161.83505079853293 -11.669119449075238 14.37165213137658 130.21691163767582 -21.926468345972328 4.3664497656040275 153.44145024505733 -12.89441807532149 6.422622984585989 142.65967974762245 -24.114169910455598 34.15902243214066 161.14085783954968 -24.09512456729654 28.767164909106896 138.96959755475945 -6.809903229843523 74.8102789774922 177.0366585182046 -25.867182662484954 55.48879585784475 142.6050332609722 
-21.08933443205103 -32.72791482933355 150.50408501365996 -11.981254596411095 -28.457135918927115 131.28601842837358 -24.028552124374556 -13.395131243826565 157.91865969983158 -10.367612251644601 -9.448691912058496 127.94677322014097 -34.268855604704065 3.6993854741616676 160.83337251967427 -17.609643189105274 6.091729173194543 125.92339604992226 -36.45163098504737 8.051420038294173 160.97633682947054 -20.57247528526572 10.399250366241136 126.24244901351416 -23.134904367102727 4.173844341054116 152.16307243804349 -16.6510329999791 5.487103868749425 140.5592705548529 -29.24783067691926 30.236037295712503 155.94599081376603 -24.44155275232258 28.57042756869112 138.94079292730225 -14.721620001995488 65.5314760400108 167.51027497601066 -25.717754427424612 55.35606540544861 142.77015855056698 
-22.07238441160814 -32.94259723335457 148.37152362065063 -17.934925138338127 -29.118336813110236 128.71127918761366 -24.4159087913905 -13.677204499990651 155.21470254888968 -17.760139776796258 -11.490609562814678 125.28908929876972 -33.9609058899014 3.5279581387113303 158.26781511428476 -22.320100270669897 3.613985896629246 126.41025456518034 -36.00317952949495 7.878215206215738 158.73964364106493 -23.91605151856732 7.969249123982015 127.63680358930672 -25.383526066530035 3.017907535891719 150.35758763219155 -20.73071730726967 3.6496690644091614 138.2936209348291 -33.48422143387645 26.56016228203661 152.8430460522721 -24.991312217872363 27.26637503753263 138.71429247975135 -24.20559289185691 56.494376139467555 156.81999978172541 -25.753186845344402 55.02966254582244 142.81156375198745 
-24.556515050513223 -33.11048614848728 145.99286205421933 -25.046002681596093 -29.825760124685203 126.4534774802771 -25.15714945141376 -14.593347097149596 152.54910482031386 -25.437983782210043 -13.514559673444802 125.06776873839789 -33.44145527190767 2.688469008125815 155.5055415006199 -30.107937477732097 0.41629574511669865 127.06082677388467 -35.113535037582885 7.208857895765367 157.1453532568274 -32.10495745475147 4.021087695690574 128.23407775695608 -27.95547772666502 2.1828434410089157 148.33329151622135 -28.53995610933111 1.7129756672801666 133.83414856760032 -30.92864663364628 26.56763455723014 155.0498309381861 -35.4367608027031 21.7470017775923 131.91150879902005 -26.649515092593024 54.934515224141734 155.1210033771671 -33.961312436755975 48.54602930394182 136.26361200547396 
-27.397796276164026 -33.175119465423165 143.7873230479678 -27.780449393096738 -30.25926803074084 127.16598849063496 -25.988398686760096 -14.596953673958161 150.53808944642523 -27.235285111499476 -13.915936248946203 127.81261663390444 -32.81979963998987 2.428074388284614 154.00716667021914 -31.441582262550064 -1.6385939439938522 133.64642899845586 -33.837681047722874 7.374722141893732 155.85870852636336 -33.61974910030211 1.700193868830318 134.98899324698405 -31.169346132599625 1.4799800910549485 145.9305411879755 -29.85937565079538 1.7420397777749987 133.81039768734712 -37.59133090747751 22.2074610494438 149.5978122389199 -31.443414925754094 23.078261031372143 135.6070476914483 -42.45554194733171 43.18408074323879 144.79249090260694 -28.91520253617485 51.09885184071371 139.46911733003864 
-30.563078040597443 -32.188587106375905 141.66469064025083 -32.06731187151041 -29.767956257759636 128.45169114132187 -28.174596041875546 -14.115315389263191 148.15392973620314 -31.681509838685095 -14.458597015392385 130.69084052835103 -32.92491667543684 2.9388453696622268 152.88255238427143 -36.678040319966726 -2.551854376193026 135.05064634877047 -33.6724525437019 7.650842007738129 154.82617431988578 -38.94030277907993 1.0611738808832116 137.85552574201358 -32.90261821237691 1.3267561846245486 144.71694427789447 -32.83566855955204 1.1810215934027912 133.16544497349525 -38.77936032402482 20.70878213036761 148.6671740253127 -33.755027882955076 22.383316364251897 134.74466000594435 -38.40428416382613 44.31988073191968 151.45505031018635 -33.848775372645065 47.283155723438355 135.07022161354027 
-34.26582759769275 -30.998854135829948 139.41988209952885 -36.27826823473336 -29.488046723943896 129.57921650226072 -31.53788905080383 -13.377543777492798 146.2433742256933 -36.408182652316604 -13.994171370976272 130.07288351308733 -33.63186633005911 3.775012580499337 152.45749117484337 -42.175788945340905 -3.8580253749193223 134.85100944789045 -33.72004596769951 8.816798131802875 154.14116039641382 -44.768311509336286 -0.14851424954317666 137.73887652347892 -36.20695391577027 1.8617786562991334 143.82984548499243 -36.949166283793346 0.956959914569741 133.13919842501747 -40.07049843186365 20.770075440307203 147.7865101961521 -38.78889779727105 20.44623056069361 132.8091711499582 -30.41266763829039 48.91369931169422 159.31476199191368 -45.51143622629624 38.65342697324557 126.25594989154389 
-37.56526328530306 -30.164509716133022 137.8806914569256 -39.566411715872576 -29.111106726297482 129.3833569528666 -34.49034671485838 -13.365690036946908 144.70230230546107 -40.15326913741066 -14.724272429088032 130.8906752187347 -35.41611460951022 3.7278778827156067 151.07779853017675 -45.77573248228924 -4.592903129196763 133.95431217413267 -34.873126701573355 8.806706127103077 152.84162132583157 -48.492794444031766 -1.1931526720403696 134.5184546429341 -40.14427590410757 0.7715747504903522 142.41229877566863 -41.37510690570818 -0.3005325206486678 132.62497944264157 -43.92670697018494 19.588170632190575 145.11104754121024 -44.048246745088825 17.88199853044206 132.62196973589167 -32.13488448172315 46.7010927281353 158.72577218349724 -45.33868764985279 36.26729413360625 126.73970880989707 
-39.7062795530053 -29.623525893227143 137.21462195797073 -44.0508378654065 -29.241001873737797 129.58722605392737 -36.642983547077556 -13.456010278147343 143.12200621928804 -43.803900816574284 -15.54256112422406 131.62130952003125 -37.58999174916756 3.278854434412816 148.6882982130092 -48.85848901256598 -5.653131895661863 133.1094576325767 -36.91027764164746 8.03917574238363 150.2562720578862 -51.58836964730533 -2.4155263629644694 133.24458500020077 -43.47185476459674 -0.24769288507942758 140.98892207186455 -45.10938015661493 -1.7959077199528404 133.93290837546908 -48.76766131642772 17.253513257504984 142.0128953829205 -45.49546535842893 15.06073872774641 138.08913816921483 -48.855966939680194 36.76397996429864 142.19289008019064 -40.084898646936495 31.89787665151871 138.90357674944727 
-41.159227052679014 -29.84339283381394 136.78934607125333 -47.14161136152981 -29.4052749610253 129.77827859855816 -38.21262805073084 -13.773184112162319 141.7049141520961 -46.65912414507833 -15.701574934331171 131.46457756553363 -40.48966794247767 2.3192687588362797 146.79123792369575 -52.597521112644145 -5.883172635441907 133.46511975062973 -40.16307356744313 6.983452194813893 148.43894931606735 -54.87130382060445 -2.9876071813591665 133.4087203518671 -45.7636901363443 -0.9122810645478174 140.015789280437 -49.28948040696412 -2.953043252242012 133.63575949956422 -51.30891001669944 16.64796782858717 141.36688385103798 -51.89721746897387 12.714693410710339 135.9845005958998 -49.21529289317197 37.20832314981097 142.39693431252263 -45.176688779277804 28.693016248530718 138.03154216695418 
